street_address,price,beds,baths,sqft,price/sqft,prop type,county,community,built,parking,air conditioning,kitchen,dishwasher,laundry,heating,elevator
69 Main St,50000,3,1.5,"1,470",$34 / Sq. Ft.,Single Family Detached,Worcester,Spencer,1860,,,True,,True,,
38 Mccormick Rd,489000,3,3.5,"3,532",$138 / Sq. Ft.,Equestrian,Worcester,Spencer,1984,,,True,,,True,
10-16 Donnelly Rd,200000,—,—,—,Sq. Ft.,Residential,Worcester,Spencer,,,,,,,,
17 Shore Dr,32500,—,—,—,Sq. Ft.,Residential,Worcester,Spencer,,,,,,,,
9 James Rd,329900,3,2,"1,842",$179 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1978,,,True,,True,,
47 NEWELL HILL Rd,329900,4,1.5,"2,100",$157 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1967,,,,,True,,
5 Stuart Rd,375000,3,2.5,"1,980",$189 / Sq. Ft.,Single Family Detached,Worcester,Sterling,2003,,,,,,,
4 Goulding Rd,279900,2,2,"1,344",$208 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1953,,,True,,,,
Lot 3 Swett Hill Rd,529900,4,2.5,"2,300",$230 / Sq. Ft.,Single Family Detached,Worcester,Sterling,2017,,,True,,,,
18 Shamrock #18,365118,2,2.5,"1,804",$202 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
22 Shamrock #22,365118,2,2.5,"1,804",$202 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
24 Shamrock #24,365118,2,2.5,"1,804",$202 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
20 Shamrock #20,365118,2,2.5,"1,804",$202 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
10 Shamrock #10,365118,2,2.5,"1,804",$202 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
12 Shamrock #12,363118,2,2.5,"1,804",$201 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
26 Shamrock #26,365118,2,2.5,"1,804",$202 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
14 Shamrock #14,349118,2,2.5,"1,804",$194 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
16 Shamrock #16,349118,2,2.5,"1,804",$194 / Sq. Ft.,Condominium,Worcester,Sterling,2017,,,True,,,,
16 Adam Taylor Rd,749500,5,3.5,"4,215",$178 / Sq. Ft.,Single Family Detached,Worcester,Hampton Rhodes,2001,,,True,,,,
8 Maple St,385000,3,2,"2,579",$149 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1900,,,True,,True,,
6 Fox Run Rd,395000,4,3,"2,920",$135 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1983,,,True,,,,
136 Heywood Rd,194900,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
27 Wilder Rd,599000,5,3.5,"3,036",$197 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1976,,,True,,,,
6 Osgood Rd,479900,3,2,"2,551",$188 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1998,,,,,,,
2 Primrose Way,134000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
16 Laurel Ave,57000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
223 Justice Hill Rd,160000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
93 Newell Hill Rd,348000,1,2,"1,384",$251 / Sq. Ft.,Single Family Detached,Worcester,Sterling,2016,,,,,,,
38 Lot 1 Clinton Rd,87900,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
2 Jill Ln Unit D,219500,2,1.5,"1,336",$164 / Sq. Ft.,Condominium,Worcester,Sterling,1986,,,,,,,
1 Heywood Rd,205000,—,—,—,Sq. Ft.,Agricultural,Worcester,Sterling,,,,,,,,
83 Clinton Rd,199900,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
lot 4 North Cv,154900,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
8 Swett Hill Rd,125000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
3 Clinton Rd,189900,2,2,"1,200",$158 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1920,,,,,,,
17 Sandy Ridge Rd,1250000,5,4.5,"5,554",$225 / Sq. Ft.,Single Family Detached,Worcester,Sterling,2002,,,True,,,,
12 Stephanie Anne Ln,925000,4,2.5,"3,400",$272 / Sq. Ft.,Single Family Detached,Worcester,Hampton Rhodes,2016,,,,,,,
4 Homestead Ln,649900,3,2.5,"2,162",$301 / Sq. Ft.,Single Family Detached,Worcester,Homestead Lane,2016,,,True,,True,,
9 Waushacum Ave,292000,3,1.5,"1,180",$247 / Sq. Ft.,Single Family Detached,Worcester,Sterling,1860,,,,True,True,True,
7 Homestead Ln,224900,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
lot 3 Homestead Ln,224900,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
146 Pratts Junction Rd,335000,—,—,—,Sq. Ft.,Commercial,Worcester,Sterling,,,,,,,,
95 Newell Hill Rd,164000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
132 Chace Hill Rd,14000,—,—,—,Sq. Ft.,Parking,Worcester,Sterling,,,,,,,,
78-10 Worcester Rd,105000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
78-11 Worcester Rd,105000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
Lot 1 Kilburn Rd,200000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
L2 Tuttle Rd,175000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
11 Runaway Brook Rd,198000,—,—,—,Sq. Ft.,Residential,Worcester,Sterling,,,,,,,,
9 Stephanie Anne Ln,850000,3,2.5,"3,150",$270 / Sq. Ft.,Single Family Detached,Worcester,Hampton Rhodes,2017,,,True,,,,
52 Old Village Rd,339800,4,2.5,"2,216",$153 / Sq. Ft.,Single Family Detached,Worcester,Walker Pond,1984,,,True,,True,,
53 Old Farm Rd,289900,3,2,"1,690",$172 / Sq. Ft.,Single Family Detached,Worcester,Fiske Hill,1970,,,True,,,,
112 Wallace Rd,269900,4,2.5,"1,846",$146 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1950,,,True,,True,True,
135 Stallion Hill Rd,280000,3,2,"1,496",$187 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1974,,,True,,,,
187&191 Shepard Rd,249900,3,1,"2,398",$104 / Sq. Ft.,Single Family Detached,Worcester,"NEAR WESTVILLE REC AREA = jog/walk trails, picnic area, kayak, fishing & more",1800,,,,,,,
68 Breakneck Rd,91900,3,2,"1,344",$68 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1983,,,,,,,
8 Laurel Hill Rd,350000,4,2.5,"2,360",$148 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1972,,,True,,,,
83 Fairview Park Rd,359900,4,2.5,"1,916",$188 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,2016,,,True,,True,True,
32 Tantasqua Shore Dr,262900,2,1,768,$342 / Sq. Ft.,Single Family Detached,Worcester,waterfront,1976,,,,,,,
96 Shepard Rd,224900,2,1,"1,179",$191 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1970,,,,,,,
3 Cherry Brook Cir,324900,3,2.5,"1,584",$205 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,2014,,,True,,,,
375 New Boston Rd,489900,4,2.5,"2,433",$201 / Sq. Ft.,Single Family Detached,Worcester,Lake Ridge Homes,2017,,,True,,True,,
5 Haynes St,274900,4,2,"2,204",$125 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1800,,,True,,,,
52 McGilpin Rd,265000,2,2,"1,423",$186 / Sq. Ft.,Single Family Detached,Worcester,Residential,1979,,,True,,True,True,
22 Bentwood Dr #22,242900,3,3,"1,886",$129 / Sq. Ft.,Condominium,Worcester,Sturbridge,1987,,,True,,,,
24 Bentwood Dr #24,198600,2,2.5,"1,338",$148 / Sq. Ft.,Condominium,Worcester,Sturbridge,1987,,,True,,,,
11 Woodside Cir,465000,4,3.5,"3,936",$118 / Sq. Ft.,Single Family Detached,Worcester,Fiskdale,1988,,,,,,,
21 Old Hamilton Rd. Ext,348000,3,2,"1,540",$226 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1984,,,,,,,
60 Steeple Vw #60,214900,2,2.5,"1,895",$113 / Sq. Ft.,Condominium,Worcester,Sturbridge,1996,,,,,,,
1 First St,69900,2,1,980,$71 / Sq. Ft.,,Worcester,Sturbridge,1980,,,True,,True,,
3 Birch St,339900,4,3.5,"2,864",$119 / Sq. Ft.,Single Family Detached,Worcester,Cedar Lake Area,2005,,,True,,,,
5 First St,48000,2,1,"1,050",$46 / Sq. Ft.,,Worcester,Sturbridge,1979,,,True,,,,
11 Birch St,309900,4,2.5,"2,240",$138 / Sq. Ft.,Single Family Detached,Worcester,"Well-Maintained Home on Quiet, Dead-End St with Deeded Rights to Cedar Lake across the St. Must See!",2005,,,True,,,,
67 Fairview Park Rd,206999,2,1,"1,436",$144 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1984,,,True,,,,
605 Skyline Dr,159900,3,2,"1,369",$117 / Sq. Ft.,,Worcester,Sturbridge,2015,,,True,,,,
4 Regep Ln,429900,4,2.5,"2,289",$188 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,2015,,,True,,,True,
59 New Boston Rd,405000,3,2.5,"2,033",$199 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,2014,,,True,,,True,
Lot 9-4 Acorn Ln,549500,4,2.5,"3,100",$177 / Sq. Ft.,Single Family Detached,Worcester,Laurel Woods Estates,2016,,,True,,,,
71 Whittemore Rd,54000,—,—,—,Sq. Ft.,Residential,Worcester,Sturbridge,,,,,,,,
111 Mcgilpin Rd,515000,4,2.5,"3,196",$161 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,2005,,,True,,True,True,
172 New Boston Rd,535000,3,2.5,"3,582",$149 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,2003,,,True,True,,,
704 main St,399000,—,—,—,Sq. Ft.,Residential,Worcester,Sturbridge,,,,,,,,
14 Apple Hill Rd,439900,5,3.5,"3,216",$137 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1969,,,True,,,,
122 Wallace Rd,289900,3,2.5,"2,150",$135 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1899,,,True,,True,,
"29 Fairview Park Rd.,",182900,—,—,—,Sq. Ft.,Residential,Worcester,Sturbridge,,,,,,,,
8 Birch St #2,42000,2,1,850,$49 / Sq. Ft.,,Worcester,Cedar Lake Trailer Park,1988,,,True,,,True,
110 Colonial Dr #110,299900,3,3.5,"2,695",$111 / Sq. Ft.,Condominium,Worcester,Sturbridge,2002,,,True,,True,,
531 Route 15,345000,5,1,"2,257",$153 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1885,,,,,,,
531 1 Route 15 Lot 1,25000,—,—,—,Sq. Ft.,Residential,Worcester,Sturbridge,,,,,,,,
72 S Shore Dr,555000,3,3,"2,448",$227 / Sq. Ft.,Single Family Detached,Worcester,waterfront,1983,,,True,,,,
23 Old Hamilton Road Ext,284000,4,1.5,"1,306",$217 / Sq. Ft.,Single Family Detached,Worcester,Sturbridge,1983,True,,True,,,,
51 Hillside Dr,550000,—,—,—,Sq. Ft.,Residential,Worcester,Sturbridge,,,,,,,,
9 River Rd,295000,—,—,—,Sq. Ft.,Residential,Worcester,Sturbridge,,,,,,,,
105 Main St,225000,—,—,—,Sq. Ft.,Commercial,Worcester,Sturbridge,,,,,,,,
368 Main St,1200000,—,—,—,Sq. Ft.,Commercial,Worcester,Sturbridge,,,,,,,,
Lot 3 Mayflower Dr,569900,4,2.5,"2,630",$217 / Sq. Ft.,Single Family Detached,Worcester,Hartford Highlands,2017,,,True,,,,
32 Pleasant St,182400,3,1,"1,120",$163 / Sq. Ft.,Single Family Detached,Worcester,Upton,1900,,,True,,True,,
Lot 1 Mayflower Dr,539900,4,2.5,"2,500",$216 / Sq. Ft.,Single Family Detached,Worcester,Hartford Highlands,2017,,,True,,True,,
14 Merriam Way,449500,4,2.5,"2,158",$208 / Sq. Ft.,Single Family Detached,Worcester,Upton,1991,,,True,,,,
240 Mendon St,580000,4,2.5,"3,232",$179 / Sq. Ft.,Single Family Detached,Worcester,Upton,2006,,,True,,,,
Lot 2 Mayflower Dr,579900,4,2.5,"2,734",$212 / Sq. Ft.,Single Family Detached,Worcester,Hartford Highlands,2017,,,True,,True,,
67 Rockwood Mdws #5,519900,2,2.5,"2,310",$225 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
lot 1 Church St,469900,3,2,"1,775",$265 / Sq. Ft.,Single Family Detached,Worcester,Upton,2017,,,True,,,True,
117 South St,1100000,5,3.5,"5,000",$220 / Sq. Ft.,Single Family Attached,Worcester,West Upton,1997,,,True,,,,
135 South St,479900,3,2.5,"1,990",$241 / Sq. Ft.,Single Family Detached,Worcester,Upton,2007,,,True,,,,
181 Westboro Rd,400000,4,2,"1,944",$206 / Sq. Ft.,Single Family Detached,Worcester,Upton,1952,,,True,,,,
111 Glenview,649900,4,2.5,"3,290",$198 / Sq. Ft.,Single Family Detached,Worcester,Upton,2017,,,True,,True,,
25 W River St,649900,4,2.5,"3,400",$191 / Sq. Ft.,Single Family Detached,Worcester,Lot 2 - New Subdivision Plan,2016,,,True,,,,
15 Powers Rd,1385000,5,4.5,"5,174",$268 / Sq. Ft.,Equestrian,Worcester,Upton,2013,,,,,True,True,
32 Milford St,139900,3,1,"1,229",$114 / Sq. Ft.,Single Family Detached,Worcester,Upton,1810,,,,,,,
117 Chestnut St,459500,4,3,"2,932",$157 / Sq. Ft.,Single Family Detached,Worcester,Upton,1995,,,True,,True,,
24 Rockwood Ln #54,529900,2,2.5,"2,423",$219 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
46 Rockwood Ln #46,529900,2,2.5,"2,423",$219 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
52 Rockwood Ln #44,529900,2,2.5,"2,423",$219 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
58 Rockwood Ln #42,529900,2,2.5,"2,423",$219 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
62 Rockwood Ln #41,529900,2,2.5,"2,423",$219 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
66 Rockwood Ln #39,529900,2,2.5,"2,423",$219 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
42 Rockwood Ln #48,489900,2,2,"1,743",$281 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
45 Rockwood Ln #16,489900,2,2,"1,743",$281 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
68 Rockwood Mdws #38,519900,2,2.5,"2,310",$225 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
56 Rockwood Ln #43,489900,2,2,"1,743",$281 / Sq. Ft.,Condominium,Middlesex,Upton,2017,,,True,,True,,
3 Kensington,699500,3,2.5,"3,248",$215 / Sq. Ft.,Single Family Detached,Worcester,Upton,1987,,,True,True,True,,
0 Fiske Mill Rd L:5,169900,—,—,—,Sq. Ft.,Residential,Worcester,Upton,,,,,,,,
41 Rockwood Ln #18,489900,2,2,"1,743",$281 / Sq. Ft.,Condominium,Worcester,Upton,2017,,,True,,True,,
59 Rockwood Ln #9,529900,2,2.5,"2,423",$219 / Sq. Ft.,Condominium,Worcester,Upton,2017,,,True,,True,,
50 Fiske Ml,559900,4,3,"3,472",$161 / Sq. Ft.,Single Family Detached,Worcester,country lane,2001,,,,,True,,
19 Dairy Dr,719900,3,2.5,"3,520",$205 / Sq. Ft.,Single Family Detached,Worcester,"""The Preserve"" at Lake Wildwood",2004,,,True,,True,,
0 Southboro Rd,225000,—,—,—,Sq. Ft.,Residential,Worcester,Upton,,,,,,,,
0 North St,175000,—,—,—,Sq. Ft.,Residential,Worcester,West Upton,,,,,,,,
0 Milford,100000,—,—,—,Sq. Ft.,Commercial,Worcester,Upton,,,,,,,,
45 Shore Dr,399000,3,1.5,"1,536",$260 / Sq. Ft.,Single Family Attached,Worcester,Upton,2016,,True,,,,True,
80 Prospect St,2250000,3,2.5,"2,288",$983 / Sq. Ft.,Equestrian,Worcester,Upton,2012,,,True,,,True,
14 Maple Ave,499000,4,3.5,"2,514",$198 / Sq. Ft.,Single Family Detached,Worcester,Upton,2003,,,,,,,
32 Warren St,244000,—,—,—,Sq. Ft.,Residential,Worcester,Upton,,,,,,,,
29 Rockwood Ln #30,530900,2,2.5,"2,545",$209 / Sq. Ft.,Condominium,Worcester,Upton,2017,,,True,,True,,
26 Rockwood Ln #53,529900,2,2.5,"2,423",$219 / Sq. Ft.,Condominium,Worcester,Upton,2017,,,True,,True,,
17 Rockwood Ln #36,514900,2,2.5,"2,204",$234 / Sq. Ft.,Condominium,Worcester,Upton,2017,,,True,,True,,
3 Cranberry Cir #28,544900,2,2.5,"2,358",$231 / Sq. Ft.,Condominium,Worcester,Upton,2017,,,True,,True,,
20 Concord Ln #20,339900,3,2.5,"2,026",$168 / Sq. Ft.,Condominium,Worcester,Uxbridge,2005,,,True,,True,True,
9 Ascot Ln #9,244900,2,2.5,"1,861",$132 / Sq. Ft.,Condominium,Worcester,Uxbridge,1987,,,,,,,
123 Henry St,299900,3,1,"1,326",$226 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,1965,,,True,,,True,
90 Brandy Ln,294900,3,1.5,"1,373",$215 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,1992,,,,,,,
15 Rose Ln,369000,3,1.5,"1,992",$185 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,2009,,,True,,,,
Lot 9H Hyde Park Cir Unit 9H,289990,3,1.5,"1,410",$206 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,2017,,,True,,True,,
131 Blackstone St,329900,4,2,"2,636",$125 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,1929,,,True,,,,
25 Highland Park #25,179500,3,2.5,"1,320",$136 / Sq. Ft.,Condominium,Worcester,Uxbridge,2001,,,True,,True,,
25 Longmeadow Rd,409900,4,2.5,"2,984",$137 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,1998,,,True,,,,
1 Jackson Ct #1,334900,3,2.5,"1,875",$179 / Sq. Ft.,Condominium,Worcester,Uxbridge,2006,,,True,,True,,
36 Clark Rd,469900,4,2.5,"2,430",$193 / Sq. Ft.,Single Family Detached,Worcester,Aldrich Brook Estates,2014,,,True,,,,
17 Nicki Way #17,414900,2,2,"1,704",$243 / Sq. Ft.,Condominium,Worcester,Uxbridge,2014,,,,,True,,
31 Bentley Dr #2,319900,3,2.5,"1,640",$195 / Sq. Ft.,Condex,Worcester,Wheelockville,2017,,,True,,,,
426 Douglas St,45000,—,—,—,Sq. Ft.,Commercial,Worcester,Uxbridge,,,,,,,,
357 River Rd,360000,4,3.5,"3,050",$118 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,1986,,,,,,,
Lot 9F Hyde Park Cir Unit 9F,284990,3,1.5,"1,410",$202 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,2017,,,True,,True,,
161 Chocolog Rd,525000,5,4.5,"3,377",$155 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,2005,,,True,,,,
76 Carrington Ln #76,275000,3,3,"1,653",$166 / Sq. Ft.,Condominium,Worcester,Uxbridge,2003,,,True,,,,
37 FAGAN St #37,269900,3,2.5,"1,853",$146 / Sq. Ft.,Condominium,Worcester,Uxbridge,2006,,,True,,True,,
65 Richardson St,424900,3,2,"1,784",$238 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,2017,,,True,,,,
195 Chocolog Rd,184900,—,—,—,Sq. Ft.,Agricultural,Worcester,Uxbridge,,,,,,,,
104 E Hartford Unit B,249900,3,1.5,"1,756",$142 / Sq. Ft.,Condominium,Worcester,Uxbridge,1970,,,True,,,,
138 High St,469900,4,2.5,"2,688",$175 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,2017,,,True,,,,
6 Gentry Ln #6,199500,2,2.5,"1,673",$119 / Sq. Ft.,Condominium,Worcester,Uxbridge,1987,,,True,,,,
29 Bentley Dr #1,319900,3,2.5,"1,640",$195 / Sq. Ft.,Condex,Worcester,Wheelockville,2017,,,True,,,,
50 Acorn Dr,449900,4,2.5,"2,534",$178 / Sq. Ft.,Single Family Detached,Worcester,Autumn Woods Estates,2006,True,,True,,,True,
55 Stanphyl Rd,399900,4,2.5,"2,472",$162 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,2000,,,True,,,,
53 Rogerson Xing #53,319900,2,2,"1,707",$187 / Sq. Ft.,Condex,Worcester,Uxbridge,2017,,,True,,,,
55 Rogerson Xing #55,319900,2,2,"1,707",$187 / Sq. Ft.,Condex,Worcester,Uxbridge,2017,,,True,,,,
"56 Rogerson Crossing None, Unit 56",319900,2,2,"1,707",$187 / Sq. Ft.,"Condominium, One Level, Town House",Worcester,Uxbridge,2017,,,True,,,,
"54 Rogerson Crossing None, Unit 54",319900,2,2,"1,707",$187 / Sq. Ft.,"Condominium, One Level, Town House",Worcester,Uxbridge,2017,,,True,,,,
89 E Hartford Ave Unit 4B,131000,2,1.5,"1,559",$84 / Sq. Ft.,Condominium,Worcester,Uxbridge,1985,,,,,,,
104 Hartford Ave E #1,150000,2,1,"1,186",$126 / Sq. Ft.,Condominium,Worcester,Uxbridge,1830,True,,True,,True,,
11 ANDREWS #11,369900,2,2,"1,733",$213 / Sq. Ft.,Condominium,Worcester,Uxbridge,2008,,,,,,,
9 Kieronski Ct,399500,3,2,"2,000",$200 / Sq. Ft.,Single Family Detached,Worcester,Hecla Village Estates,2017,,,True,,True,,
140 Taft Hill Ln #140,369900,2,2,"1,704",$217 / Sq. Ft.,Condominium,Worcester,Uxbridge,2013,,,True,,True,,
0 Providence Rd,239000,—,—,—,Sq. Ft.,Commercial,Worcester,Northbridge,,,,,,,,
20 Glen,89000,—,—,—,Sq. Ft.,Residential,Worcester,Uxbridge,,,,,,,,
59 Taft Hill Ln #59,384900,2,2,"1,704",$226 / Sq. Ft.,Condominium,Worcester,Uxbridge,2005,,,True,,,,
18 Meadow Rd #18,174900,2,1.5,"1,351",$129 / Sq. Ft.,Condex,Worcester,Uxbridge,,,,,,,,
"588 Hartford Ave.,West",259900,4,2,"1,584",$164 / Sq. Ft.,2 Units Up/Down,Worcester,Uxbridge,1940,,,,,,,
0 chestnut,209000,—,—,—,Sq. Ft.,Agricultural,Worcester,Uxbridge,,,,,,,,
24 Summerfield Dr #24,399900,2,2,"1,733",$231 / Sq. Ft.,Condominium,Worcester,Uxbridge,2006,,,True,,True,,
20 Royal Steed Ct,999000,5,4,"7,524",$133 / Sq. Ft.,Single Family Attached,Worcester,Uxbridge,1997,,,True,,,True,
168 Oak St,309900,3,2,"2,168",$143 / Sq. Ft.,Single Family Detached,Worcester,Uxbridge,1982,,,,,,,
Lot 9B-B Hyde Park Cir Unit 9B,289990,3,2.5,"1,410",$206 / Sq. Ft.,Single Family Detached,Worcester,Autumn Ridge,2017,,,True,,,,
Lot 9B-E Hyde Park Cir Unit 9E,289990,3,2.5,"1,410",$206 / Sq. Ft.,Single Family Detached,Worcester,Autumn Ridge,2017,,,True,,,,
39 Andrews Dr #39,399900,2,2.5,"1,733",$231 / Sq. Ft.,Condominium,Worcester,Uxbridge,2007,,,True,,True,,
36 Crown & Eagle St,388900,5,3,"3,052",$127 / Sq. Ft.,Single Family Detached,Worcester,North Uxbridge,1996,,,,,,,
1025-1045 Quaker Hwy,2000000,—,—,—,Sq. Ft.,Commercial,Worcester,Uxbridge,,,,,,,,
103 Gore Rd,169900,3,1,"1,392",$122 / Sq. Ft.,Single Family Detached,Worcester,Webster,1940,,,True,,,,
16 Eddy St,199900,3,1,"1,116",$179 / Sq. Ft.,Single Family Detached,Worcester,Webster,1959,,,True,,,,
45 Granite St,65000,4,2,"1,740",$37 / Sq. Ft.,2 Family,Worcester,Webster,1840,,,,,,,
30 S Point Rd,375000,3,1.5,"1,142",$328 / Sq. Ft.,Single Family Detached,Worcester,Webster,1930,,,True,,,,
55 Colonial Rd,699900,4,2.5,"2,580",$271 / Sq. Ft.,Single Family Detached,Worcester,Colonial Park,1960,True,,True,,,,
16 Slater St,289000,6,3,"2,093",$138 / Sq. Ft.,2 Family,Worcester,Webster,1880,,,,,,True,
28 Black Point Rd,62000,—,—,—,Sq. Ft.,Residential,Worcester,Webster,,,,,,,,
31 Whitcomb St,189900,4,2,"2,112",$90 / Sq. Ft.,2 Family,Worcester,Webster,1900,,,,,,,
73 Klebart Ave,299900,3,2.5,"2,052",$146 / Sq. Ft.,Single Family Detached,Worcester,Webster,1986,,,True,,,True,
25 3Rd St Unit E,192500,3,2.5,"1,492",$129 / Sq. Ft.,Condominium,Worcester,Webster,2007,True,,True,,True,,
0 Pontiac Ave L:B,49900,—,—,—,Sq. Ft.,Residential,Worcester,Webster,,,,,,,,
14 Pebble Beach Rd,749900,4,2,"3,000",$250 / Sq. Ft.,Single Family Detached,Worcester,Webster,1955,,,,,True,,
25 Goddard St,199900,9,3,"3,198",$63 / Sq. Ft.,3 Family,Worcester,Webster,1890,,,,,,,
38 Ray St #2,139900,2,2,"1,299",$108 / Sq. Ft.,Condominium,Worcester,Webster,1951,,,,,True,True,
547 School St,185000,8,2,"3,180",$58 / Sq. Ft.,2 Family,Worcester,Webster,1920,,,,,,,
19 Granite St,159900,6,3,"2,040",$78 / Sq. Ft.,2 Family,Worcester,Webster,1880,,,,,,,
5 Church Ct,139900,3,1,"1,124",$124 / Sq. Ft.,Single Family Detached,Worcester,Church Court,1870,,,True,,True,,
8 Oakwood Dr,539900,6,4.5,"5,165",$105 / Sq. Ft.,Single Family Detached,Worcester,Webster,1988,,,True,,True,,
116 Upper Gore Rd,599999,5,3.5,"4,500",$133 / Sq. Ft.,Single Family Detached,Worcester,Webster,1997,,,,,,,
30 Mechanic St,39900,—,—,—,Sq. Ft.,Residential,Worcester,Webster,,,,,,,,
25 Black Point Rd,249900,3,2.5,"2,050",$122 / Sq. Ft.,Single Family Detached,Worcester,Webster,2003,,,True,,,,
100 Union Point Rd,649000,5,2.5,"2,322",$280 / Sq. Ft.,Single Family Detached,Worcester,Union Point,1940,True,,True,,,,
28 3Rd St,235900,3,2,"1,013",$233 / Sq. Ft.,Single Family Detached,Worcester,Webster,1979,,,True,,True,,
77-79 Chase Ave,128000,7,6,"5,647",$23 / Sq. Ft.,5-9 Family,Worcester,Webster,1880,,,,,,,
421 High St,134900,3,1.5,"1,617",$83 / Sq. Ft.,Single Family Detached,Worcester,Webster,1940,,,,,,,
39 Park Ave,269900,3,1.5,"1,804",$150 / Sq. Ft.,Single Family Detached,Worcester,Webster,1940,,,True,,,,
1405 Treasure Island Rd #1405,385000,2,2.5,"1,874",$205 / Sq. Ft.,Condominium,Worcester,Webster,1992,,,True,,,,
2 S Point Rd,440000,3,2,"1,710",$257 / Sq. Ft.,Single Family Detached,Worcester,Point Breeze Area,1937,True,,,,,,
30 Scenic Ave,214900,2,2,"1,194",$180 / Sq. Ft.,Single Family Detached,Worcester,Webster,1983,,,,,,,
327 School St,179900,3,1.5,"2,016",$89 / Sq. Ft.,Single Family Detached,Worcester,Webster,1850,,,True,,True,,
